timestamp,head,Precipitation,Evapotranspiration,recharge,head_t1,outliers_boxplot,jumps_drops
2023-11-24 06:00:00,-1.71,0.1,0.0,0.1,0.0010000000000001,,
2023-11-24 07:00:00,-1.708,0.4,0.01,0.39,0.002,,
2023-11-24 08:00:00,-1.709,0.005,0.07,-0.065,-0.0010000000000001,,
2023-11-24 09:00:00,-1.709,0.005,0.15,-0.145,0.0,,
2023-11-24 10:00:00,-1.708,0.0,0.17,-0.17,0.0010000000000001,,
2023-11-24 11:00:00,-1.707,0.005,0.17,-0.165,0.0009999999999998,,
2023-11-24 12:00:00,-1.706,0.2,0.1,0.1,0.0010000000000001,,
2023-11-24 13:00:00,-1.705,0.005,0.11,-0.105,0.0009999999999998,,
2023-11-24 14:00:00,-1.712,0.5,0.04,0.46,-0.0069999999999998,,
2023-11-24 15:00:00,-1.716,1.6,0.01,1.59,-0.004,,
2023-11-24 16:00:00,-1.717,0.1,0.0,0.1,-0.0010000000000001,,
2023-11-24 17:00:00,-1.719,0.005,0.0,0.005,-0.002,,
2023-11-24 18:00:00,-1.716,0.6,0.0,0.6,0.0030000000000001,,
2023-11-24 19:00:00,-1.719,0.005,0.0,0.005,-0.0030000000000001,,
2023-11-24 20:00:00,-1.718,0.005,0.0,0.005,0.0010000000000001,,
2023-11-24 21:00:00,-1.723,0.0,0.0,0.0,-0.0050000000000001,,
2023-11-24 22:00:00,-1.724,0.005,0.0,0.005,-0.0009999999999998,,
2023-11-24 23:00:00,-1.723,0.5,0.0,0.5,0.0009999999999998,,
2023-11-25 00:00:00,-1.722,0.005,0.0,0.005,0.0010000000000001,,
2023-11-25 01:00:00,-1.723,0.005,0.0,0.005,-0.0010000000000001,,
2023-11-25 02:00:00,-1.725,0.005,0.0,0.005,-0.002,,
2023-11-25 03:00:00,-1.725,0.1,0.0,0.1,0.0,,
2023-11-25 04:00:00,-1.724,0.005,0.0,0.005,0.0010000000000001,,
2023-11-25 05:00:00,-1.725,0.0,0.0,0.0,-0.0010000000000001,,
2023-11-25 06:00:00,-1.725,0.2,0.0,0.2,0.0,,
2023-11-25 07:00:00,-1.725,0.9,0.01,0.89,0.0,,
2023-11-25 08:00:00,-1.724,0.005,0.07,-0.065,0.0010000000000001,,
2023-11-25 09:00:00,-1.724,0.5,0.11,0.39,0.0,,
2023-11-25 10:00:00,-1.724,0.005,0.21,-0.205,0.0,,
2023-11-25 11:00:00,-1.724,0.005,0.24,-0.235,0.0,,
2023-11-25 12:00:00,-1.724,0.2,0.15,0.05,0.0,,
2023-11-25 13:00:00,-1.724,0.2,0.11,0.09,0.0,,
2023-11-25 14:00:00,-1.724,0.0,0.06,-0.06,0.0,,
2023-11-25 15:00:00,-1.725,0.0,0.01,-0.01,-0.0010000000000001,,
2023-11-25 16:00:00,-1.723,0.005,0.0,0.005,0.002,,
2023-11-25 17:00:00,-1.724,0.005,0.0,0.005,-0.0009999999999998,,
2023-11-25 18:00:00,-1.724,0.0,0.0,0.0,0.0,,
2023-11-25 19:00:00,-1.726,0.0,0.0,0.0,-0.002,,
2023-11-25 20:00:00,-1.726,0.0,0.0,0.0,0.0,,
2023-11-25 21:00:00,-1.728,0.1,0.0,0.1,-0.002,,
2023-11-25 22:00:00,-1.729,0.1,0.0,0.1,-0.0010000000000001,,
2023-11-25 23:00:00,-1.73,0.4,0.0,0.4,-0.0009999999999998,,
2023-11-26 00:00:00,-1.731,0.0,0.0,0.0,-0.0010000000000001,,
2023-11-26 01:00:00,-1.732,0.0,0.0,0.0,-0.0009999999999998,,
2023-11-26 02:00:00,-1.732,0.0,0.0,0.0,0.0,,
2023-11-26 03:00:00,-1.732,0.0,0.0,0.0,0.0,,
2023-11-26 04:00:00,-1.732,0.0,0.0,0.0,0.0,,
2023-11-26 05:00:00,-1.732,0.005,0.0,0.005,0.0,,
2023-11-26 06:00:00,-1.732,0.005,0.0,0.005,0.0,,
2023-11-26 07:00:00,-1.732,0.005,0.01,-0.005,0.0,,
2023-11-26 08:00:00,-1.732,0.005,0.08,-0.075,0.0,,
2023-11-26 09:00:00,-1.732,0.005,0.12,-0.1149999999999999,0.0,,
2023-11-26 10:00:00,-1.731,0.6,0.18,0.42,0.0009999999999998,,
2023-11-26 11:00:00,-1.731,0.1,0.25,-0.15,0.0,,
2023-11-26 12:00:00,-1.731,0.005,0.18,-0.175,0.0,,
2023-11-26 13:00:00,-1.73,0.2,0.13,0.07,0.0010000000000001,,
2023-11-26 14:00:00,-1.729,0.1,0.04,0.06,0.0009999999999998,,
2023-11-26 15:00:00,-1.728,0.2,0.0,0.2,0.0010000000000001,,
2023-11-26 16:00:00,-1.726,0.005,0.0,0.005,0.002,,
2023-11-26 17:00:00,-1.725,0.0,0.0,0.0,0.0009999999999998,,
2023-11-26 18:00:00,-1.723,0.0,0.0,0.0,0.002,,
2023-11-26 19:00:00,-1.722,0.0,0.0,0.0,0.0010000000000001,,
2023-11-26 20:00:00,-1.721,0.1,0.0,0.1,0.0009999999999998,,
2023-11-26 21:00:00,-1.719,0.6,0.0,0.6,0.002,,
2023-11-26 22:00:00,-1.716,1.7,0.0,1.7,0.0030000000000001,,
2023-11-26 23:00:00,-1.714,0.6,0.0,0.6,0.002,,
2023-11-27 00:00:00,-1.711,0.1,0.0,0.1,0.0029999999999998,,
2023-11-27 01:00:00,-1.709,0.1,0.0,0.1,0.002,,
2023-11-27 02:00:00,-1.704,0.8,0.0,0.8,0.0050000000000001,,
2023-11-27 03:00:00,-1.699,1.4,0.0,1.4,0.0049999999999998,,
2023-11-27 04:00:00,-1.696,1.7,0.0,1.7,0.0030000000000001,,
2023-11-27 05:00:00,-1.691,1.2,0.0,1.2,0.0049999999999998,,
2023-11-27 06:00:00,-1.686,1.0,0.0,1.0,0.0050000000000001,,
2023-11-27 07:00:00,-1.68,1.3,0.01,1.29,0.006,,
2023-11-27 08:00:00,-1.678,1.1,0.04,1.06,0.002,,
2023-11-27 09:00:00,-1.674,0.8,0.11,0.6900000000000001,0.004,,
2023-11-27 10:00:00,-1.672,0.4,0.14,0.26,0.002,,
2023-11-27 11:00:00,-1.669,0.4,0.13,0.27,0.0029999999999998,,
2023-11-27 12:00:00,-1.666,0.3,0.15,0.15,0.0030000000000001,,
2023-11-27 13:00:00,-1.664,0.005,0.11,-0.105,0.002,,
2023-11-27 14:00:00,-1.661,0.2,0.05,0.15,0.0029999999999998,,
2023-11-27 15:00:00,-1.66,0.005,0.0,0.005,0.0010000000000001,,
2023-11-27 16:00:00,-1.66,0.0,0.0,0.0,0.0,,
2023-11-27 17:00:00,-1.661,0.0,0.0,0.0,-0.0010000000000001,,
2023-11-27 18:00:00,-1.661,0.0,0.0,0.0,0.0,,
2023-11-27 19:00:00,-1.662,0.0,0.0,0.0,-0.0009999999999998,,
2023-11-27 20:00:00,-1.665,0.0,0.0,0.0,-0.0030000000000001,,
2023-11-27 21:00:00,-1.667,0.0,0.0,0.0,-0.002,,
2023-11-27 22:00:00,-1.67,0.0,0.0,0.0,-0.0029999999999998,,
2023-11-27 23:00:00,-1.673,0.0,0.0,0.0,-0.0030000000000001,,
2023-11-28 00:00:00,-1.676,0.0,0.0,0.0,-0.0029999999999998,,
2023-11-28 01:00:00,-1.68,0.0,0.0,0.0,-0.004,,
2023-11-28 02:00:00,-1.683,0.0,0.0,0.0,-0.0030000000000001,,
2023-11-28 03:00:00,-1.688,0.0,0.0,0.0,-0.0049999999999998,,
2023-11-28 04:00:00,-1.69,0.0,0.0,0.0,-0.002,,
2023-11-28 05:00:00,-1.693,0.0,0.0,0.0,-0.0030000000000001,,
2023-11-28 06:00:00,-1.694,0.005,0.0,0.005,-0.0009999999999998,,
2023-11-28 07:00:00,-1.695,0.0,0.01,-0.01,-0.0010000000000001,,
2023-11-28 08:00:00,-1.697,0.0,0.05,-0.05,-0.002,,
2023-11-28 09:00:00,-1.699,0.0,0.11,-0.11,-0.002,,
2023-11-28 10:00:00,-1.699,0.0,0.15,-0.15,0.0,,
2023-11-28 11:00:00,-1.7,0.0,0.14,-0.14,-0.0009999999999998,,
2023-11-28 12:00:00,-1.701,0.0,0.14,-0.14,-0.0010000000000001,,
2023-11-28 13:00:00,-1.702,0.0,0.09,-0.09,-0.0009999999999998,,
2023-11-28 14:00:00,-1.702,0.0,0.03,-0.03,0.0,,
2023-11-28 15:00:00,-1.702,0.0,0.0,0.0,0.0,,
2023-11-28 16:00:00,-1.701,0.005,0.0,0.005,0.0009999999999998,,
2023-11-28 17:00:00,-1.7,0.005,0.0,0.005,0.0010000000000001,,
2023-11-28 18:00:00,-1.699,0.9,0.0,0.9,0.0009999999999998,,
2023-11-28 19:00:00,-1.695,1.4,0.0,1.4,0.004,,
2023-11-28 20:00:00,-1.693,0.8,0.0,0.8,0.002,,
2023-11-28 21:00:00,-1.692,0.3,0.0,0.3,0.0010000000000001,,
2023-11-28 22:00:00,-1.692,3.7,0.0,3.7,0.0,,
2023-11-28 23:00:00,-1.69,0.8,0.0,0.8,0.002,,
2023-11-29 00:00:00,-1.688,0.8,0.0,0.8,0.002,,
2023-11-29 01:00:00,-1.686,0.7,0.0,0.7,0.002,,
2023-11-29 02:00:00,-1.684,0.1,0.0,0.1,0.002,,
2023-11-29 03:00:00,-1.68,0.005,0.0,0.005,0.004,,
2023-11-29 04:00:00,-1.676,0.005,0.0,0.005,0.004,,
2023-11-29 05:00:00,-1.673,0.005,0.0,0.005,0.0029999999999998,,
2023-11-29 06:00:00,-1.677,0.005,0.0,0.005,-0.004,,
2023-11-29 07:00:00,-1.678,0.6,0.01,0.59,-0.0009999999999998,,
2023-11-29 08:00:00,-1.682,0.005,0.05,-0.045,-0.004,,
2023-11-29 09:00:00,-1.684,0.1,0.07,0.03,-0.002,,
2023-11-29 10:00:00,-1.684,0.2,0.13,0.07,0.0,,
2023-11-29 11:00:00,-1.682,0.1,0.22,-0.12,0.002,,
2023-11-29 12:00:00,-1.684,0.005,0.1,-0.095,-0.002,,
2023-11-29 13:00:00,-1.684,0.0,0.08,-0.08,0.0,,
2023-11-29 14:00:00,-1.687,0.0,0.03,-0.03,-0.0030000000000001,,
2023-11-29 15:00:00,-1.686,0.0,0.0,0.0,0.0010000000000001,,
2023-11-29 16:00:00,-1.688,0.0,0.0,0.0,-0.002,,
2023-11-29 17:00:00,-1.688,0.0,0.0,0.0,0.0,,
2023-11-29 18:00:00,-1.689,0.6,0.0,0.6,-0.0010000000000001,,
2023-11-29 19:00:00,-1.689,1.6,0.0,1.6,0.0,,
2023-11-29 20:00:00,-1.69,0.005,0.0,0.005,-0.0009999999999998,,
2023-11-29 21:00:00,-1.691,1.2,0.0,1.2,-0.0010000000000001,,
2023-11-29 22:00:00,-1.692,1.3,0.0,1.3,-0.0009999999999998,,
2023-11-29 23:00:00,-1.691,0.005,0.0,0.005,0.0009999999999998,,
2023-11-30 00:00:00,-1.691,0.0,0.0,0.0,0.0,,
2023-11-30 01:00:00,-1.691,0.0,0.0,0.0,0.0,,
2023-11-30 02:00:00,-1.69,0.0,0.0,0.0,0.0010000000000001,,
2023-11-30 03:00:00,-1.689,0.0,0.0,0.0,0.0009999999999998,,
2023-11-30 04:00:00,-1.689,0.0,0.0,0.0,0.0,,
2023-11-30 05:00:00,-1.689,0.0,0.0,0.0,0.0,,
2023-11-30 06:00:00,-1.689,0.0,0.0,0.0,0.0,,
2023-11-30 07:00:00,-1.689,0.0,0.0,0.0,0.0,,
2023-11-30 08:00:00,-1.69,0.0,0.06,-0.06,-0.0009999999999998,,
2023-11-30 09:00:00,-1.69,0.0,0.14,-0.14,0.0,,
2023-11-30 10:00:00,-1.691,0.0,0.14,-0.14,-0.0010000000000001,,
2023-11-30 11:00:00,-1.691,0.0,0.13,-0.13,0.0,,
2023-11-30 12:00:00,-1.69,0.0,0.12,-0.12,0.0010000000000001,,
2023-11-30 13:00:00,-1.69,0.0,0.09,-0.09,0.0,,
2023-11-30 14:00:00,-1.69,0.0,0.03,-0.03,0.0,,
2023-11-30 15:00:00,-1.69,0.0,0.0,0.0,0.0,,
2023-11-30 16:00:00,-1.69,0.0,0.0,0.0,0.0,,
2023-11-30 17:00:00,-1.69,0.0,0.0,0.0,0.0,,
2023-11-30 18:00:00,-1.691,0.0,0.0,0.0,-0.0010000000000001,,
2023-11-30 19:00:00,-1.692,0.0,0.0,0.0,-0.0009999999999998,,
2023-11-30 20:00:00,-1.693,0.0,0.0,0.0,-0.0010000000000001,,
2023-11-30 21:00:00,-1.694,0.0,0.0,0.0,-0.0009999999999998,,
2023-11-30 22:00:00,-1.695,0.0,0.0,0.0,-0.0010000000000001,,
2023-11-30 23:00:00,-1.697,0.0,0.0,0.0,-0.002,,
2023-12-01 00:00:00,-1.698,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-01 01:00:00,-1.7,0.0,0.0,0.0,-0.002,,
2023-12-01 02:00:00,-1.701,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-01 03:00:00,-1.702,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-01 04:00:00,-1.704,0.0,0.0,0.0,-0.002,,
2023-12-01 05:00:00,-1.705,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-01 06:00:00,-1.706,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-01 07:00:00,-1.707,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-01 08:00:00,-1.709,0.0,0.04,-0.04,-0.002,,
2023-12-01 09:00:00,-1.71,0.0,0.1,-0.1,-0.0009999999999998,,
2023-12-01 10:00:00,-1.711,0.0,0.12,-0.12,-0.0010000000000001,,
2023-12-01 11:00:00,-1.712,0.0,0.11,-0.11,-0.0009999999999998,,
2023-12-01 12:00:00,-1.712,0.0,0.1,-0.1,0.0,,
2023-12-01 13:00:00,-1.713,0.0,0.07,-0.07,-0.0010000000000001,,
2023-12-01 14:00:00,-1.714,0.0,0.03,-0.03,-0.0009999999999998,,
2023-12-01 15:00:00,-1.714,0.0,0.0,0.0,0.0,,
2023-12-01 16:00:00,-1.714,0.0,0.0,0.0,0.0,,
2023-12-01 17:00:00,-1.716,0.0,0.0,0.0,-0.002,,
2023-12-01 18:00:00,-1.717,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-01 19:00:00,-1.717,0.0,0.0,0.0,0.0,,
2023-12-01 20:00:00,-1.719,0.0,0.0,0.0,-0.002,,
2023-12-01 21:00:00,-1.719,0.0,0.0,0.0,0.0,,
2023-12-01 22:00:00,-1.719,0.0,0.0,0.0,0.0,,
2023-12-01 23:00:00,-1.72,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-02 00:00:00,-1.72,0.0,0.0,0.0,0.0,,
2023-12-02 01:00:00,-1.72,0.0,0.0,0.0,0.0,,
2023-12-02 02:00:00,-1.72,0.0,0.0,0.0,0.0,,
2023-12-02 03:00:00,-1.721,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-02 04:00:00,-1.72,0.0,0.0,0.0,0.0010000000000001,,
2023-12-02 05:00:00,-1.721,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-02 06:00:00,-1.722,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-02 07:00:00,-1.722,0.0,0.0,0.0,0.0,,
2023-12-02 08:00:00,-1.724,0.0,0.01,-0.01,-0.002,,
2023-12-02 09:00:00,-1.725,0.0,0.06,-0.06,-0.0010000000000001,,
2023-12-02 10:00:00,-1.726,0.0,0.19,-0.19,-0.0009999999999998,,
2023-12-02 11:00:00,-1.727,0.005,0.19,-0.185,-0.0010000000000001,,
2023-12-02 12:00:00,-1.728,0.005,0.1,-0.095,-0.0009999999999998,,
2023-12-02 13:00:00,-1.728,0.0,0.08,-0.08,0.0,,
2023-12-02 14:00:00,-1.729,0.005,0.03,-0.0249999999999999,-0.0010000000000001,,
2023-12-02 15:00:00,-1.73,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-02 16:00:00,-1.73,0.0,0.0,0.0,0.0,,
2023-12-02 17:00:00,-1.732,0.9,0.0,0.9,-0.002,,
2023-12-02 18:00:00,-1.733,0.005,0.0,0.005,-0.0010000000000001,,
2023-12-02 19:00:00,-1.734,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-02 20:00:00,-1.736,0.0,0.0,0.0,-0.002,,
2023-12-02 21:00:00,-1.736,0.0,0.0,0.0,0.0,,
2023-12-02 22:00:00,-1.738,0.0,0.0,0.0,-0.002,,
2023-12-02 23:00:00,-1.738,0.0,0.0,0.0,0.0,,
2023-12-03 00:00:00,-1.74,0.0,0.0,0.0,-0.002,,
2023-12-03 01:00:00,-1.74,0.0,0.0,0.0,0.0,,
2023-12-03 02:00:00,-1.74,0.005,0.0,0.005,0.0,,
2023-12-03 03:00:00,-1.74,0.005,0.0,0.005,0.0,,
2023-12-03 04:00:00,-1.741,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-03 05:00:00,-1.742,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-03 06:00:00,-1.741,0.0,0.0,0.0,0.0009999999999998,,
2023-12-03 07:00:00,-1.741,0.0,0.01,-0.01,0.0,,
2023-12-03 08:00:00,-1.742,0.0,0.05,-0.05,-0.0009999999999998,,
2023-12-03 09:00:00,-1.741,0.0,0.09,-0.09,0.0009999999999998,,
2023-12-03 10:00:00,-1.742,0.0,0.1,-0.1,-0.0009999999999998,,
2023-12-03 11:00:00,-1.742,0.0,0.06,-0.06,0.0,,
2023-12-03 12:00:00,-1.741,0.0,0.04,-0.04,0.0009999999999998,,
2023-12-03 13:00:00,-1.74,0.0,0.05,-0.05,0.0010000000000001,,
2023-12-03 14:00:00,-1.739,0.0,0.02,-0.02,0.0009999999999998,,
2023-12-03 15:00:00,-1.738,0.0,0.0,0.0,0.0010000000000001,,
2023-12-03 16:00:00,-1.737,0.0,0.0,0.0,0.0009999999999998,,
2023-12-03 17:00:00,-1.735,0.0,0.0,0.0,0.002,,
2023-12-03 18:00:00,-1.733,0.2,0.0,0.2,0.002,,
2023-12-03 19:00:00,-1.732,0.5,0.0,0.5,0.0010000000000001,,
2023-12-03 20:00:00,-1.73,0.7,0.0,0.7,0.002,,
2023-12-03 21:00:00,-1.729,0.7,0.0,0.7,0.0009999999999998,,
2023-12-03 22:00:00,-1.726,0.3,0.0,0.3,0.0030000000000001,,
2023-12-03 23:00:00,-1.724,0.1,0.0,0.1,0.002,,
2023-12-04 00:00:00,-1.723,0.005,0.0,0.005,0.0009999999999998,,
2023-12-04 01:00:00,-1.72,0.6,0.0,0.6,0.0030000000000001,,
2023-12-04 02:00:00,-1.718,0.005,0.0,0.005,0.002,,
2023-12-04 03:00:00,-1.716,0.0,0.0,0.0,0.002,,
2023-12-04 04:00:00,-1.714,0.0,0.0,0.0,0.002,,
2023-12-04 05:00:00,-1.711,0.0,0.0,0.0,0.0029999999999998,,
2023-12-04 06:00:00,-1.71,0.0,0.0,0.0,0.0010000000000001,,
2023-12-04 07:00:00,-1.708,0.0,0.0,0.0,0.002,,
2023-12-04 08:00:00,-1.706,0.0,0.03,-0.03,0.002,,
2023-12-04 09:00:00,-1.704,0.0,0.08,-0.08,0.002,,
2023-12-04 10:00:00,-1.704,0.0,0.07,-0.07,0.0,,
2023-12-04 11:00:00,-1.703,0.0,0.09,-0.09,0.0009999999999998,,
2023-12-04 12:00:00,-1.701,0.0,0.08,-0.08,0.002,,
2023-12-04 13:00:00,-1.699,0.0,0.06,-0.06,0.002,,
2023-12-04 14:00:00,-1.698,0.0,0.04,-0.04,0.0010000000000001,,
2023-12-04 15:00:00,-1.695,0.0,0.01,-0.01,0.0029999999999998,,
2023-12-04 16:00:00,-1.694,0.0,0.0,0.0,0.0010000000000001,,
2023-12-04 17:00:00,-1.693,0.0,0.0,0.0,0.0009999999999998,,
2023-12-04 18:00:00,-1.692,0.005,0.0,0.005,0.0010000000000001,,
2023-12-04 19:00:00,-1.692,0.3,0.0,0.3,0.0,,
2023-12-04 20:00:00,-1.691,0.1,0.0,0.1,0.0009999999999998,,
2023-12-04 21:00:00,-1.691,0.2,0.0,0.2,0.0,,
2023-12-04 22:00:00,-1.691,0.4,0.0,0.4,0.0,,
2023-12-04 23:00:00,-1.69,0.005,0.0,0.005,0.0010000000000001,,
2023-12-05 00:00:00,-1.69,0.2,0.0,0.2,0.0,,
2023-12-05 01:00:00,-1.69,0.1,0.0,0.1,0.0,,
2023-12-05 02:00:00,-1.69,0.3,0.0,0.3,0.0,,
2023-12-05 03:00:00,-1.69,0.3,0.0,0.3,0.0,,
2023-12-05 04:00:00,-1.69,0.2,0.0,0.2,0.0,,
2023-12-05 05:00:00,-1.69,0.005,0.0,0.005,0.0,,
2023-12-05 06:00:00,-1.69,0.1,0.0,0.1,0.0,,
2023-12-05 07:00:00,-1.692,0.005,0.0,0.005,-0.002,,
2023-12-05 08:00:00,-1.693,0.0,0.04,-0.04,-0.0010000000000001,,
2023-12-05 09:00:00,-1.695,0.0,0.07,-0.07,-0.002,,
2023-12-05 10:00:00,-1.696,0.0,0.06,-0.06,-0.0009999999999998,,
2023-12-05 11:00:00,-1.698,0.0,0.06,-0.06,-0.002,,
2023-12-05 12:00:00,-1.7,0.0,0.06,-0.06,-0.002,,
2023-12-05 13:00:00,-1.701,0.0,0.05,-0.05,-0.0010000000000001,,
2023-12-05 14:00:00,-1.702,0.0,0.03,-0.03,-0.0009999999999998,,
2023-12-05 15:00:00,-1.704,0.0,0.0,0.0,-0.002,,
2023-12-05 16:00:00,-1.706,0.0,0.0,0.0,-0.002,,
2023-12-05 17:00:00,-1.708,0.0,0.0,0.0,-0.002,,
2023-12-05 18:00:00,-1.71,0.005,0.0,0.005,-0.002,,
2023-12-05 19:00:00,-1.712,0.005,0.0,0.005,-0.002,,
2023-12-05 20:00:00,-1.714,0.005,0.0,0.005,-0.002,,
2023-12-05 21:00:00,-1.716,0.005,0.0,0.005,-0.002,,
2023-12-05 22:00:00,-1.717,0.005,0.0,0.005,-0.0010000000000001,,
2023-12-05 23:00:00,-1.719,0.005,0.0,0.005,-0.002,,
2023-12-06 00:00:00,-1.72,0.005,0.0,0.005,-0.0009999999999998,,
2023-12-06 01:00:00,-1.721,0.1,0.0,0.1,-0.0010000000000001,,
2023-12-06 02:00:00,-1.723,0.1,0.0,0.1,-0.002,,
2023-12-06 03:00:00,-1.724,0.4,0.0,0.4,-0.0009999999999998,,
2023-12-06 04:00:00,-1.725,0.005,0.0,0.005,-0.0010000000000001,,
2023-12-06 05:00:00,-1.726,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-06 06:00:00,-1.727,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-06 07:00:00,-1.728,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-06 08:00:00,-1.729,0.0,0.09,-0.09,-0.0010000000000001,,
2023-12-06 09:00:00,-1.731,0.0,0.14,-0.14,-0.002,,
2023-12-06 10:00:00,-1.732,0.005,0.11,-0.105,-0.0009999999999998,,
2023-12-06 11:00:00,-1.733,0.0,0.1,-0.1,-0.0010000000000001,,
2023-12-06 12:00:00,-1.733,0.0,0.26,-0.26,0.0,,
2023-12-06 13:00:00,-1.734,0.0,0.07,-0.07,-0.0009999999999998,,
2023-12-06 14:00:00,-1.734,0.005,0.05,-0.045,0.0,,
2023-12-06 15:00:00,-1.735,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-06 16:00:00,-1.736,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-06 17:00:00,-1.739,0.1,0.0,0.1,-0.0030000000000001,,
2023-12-06 18:00:00,-1.741,0.005,0.0,0.005,-0.002,,
2023-12-06 19:00:00,-1.742,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-06 20:00:00,-1.744,0.0,0.0,0.0,-0.002,,
2023-12-06 21:00:00,-1.744,0.0,0.0,0.0,0.0,,
2023-12-06 22:00:00,-1.746,0.0,0.0,0.0,-0.002,,
2023-12-06 23:00:00,-1.746,0.0,0.0,0.0,0.0,,
2023-12-07 00:00:00,-1.747,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-07 01:00:00,-1.749,0.0,0.0,0.0,-0.002,,
2023-12-07 02:00:00,-1.749,0.0,0.0,0.0,0.0,,
2023-12-07 03:00:00,-1.75,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-07 04:00:00,-1.75,0.0,0.0,0.0,0.0,,
2023-12-07 05:00:00,-1.751,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-07 06:00:00,-1.75,0.0,0.0,0.0,0.0009999999999998,,
2023-12-07 07:00:00,-1.75,0.0,0.01,-0.01,0.0,,
2023-12-07 08:00:00,-1.75,0.0,0.08,-0.08,0.0,,
2023-12-07 09:00:00,-1.75,0.0,0.11,-0.11,0.0,,
2023-12-07 10:00:00,-1.75,0.0,0.13,-0.13,0.0,,
2023-12-07 11:00:00,-1.75,0.0,0.11,-0.11,0.0,,
2023-12-07 12:00:00,-1.748,0.0,0.09,-0.09,0.002,,
2023-12-07 13:00:00,-1.747,0.0,0.05,-0.05,0.0009999999999998,,
2023-12-07 14:00:00,-1.745,0.0,0.03,-0.03,0.002,,
2023-12-07 15:00:00,-1.743,0.0,0.01,-0.01,0.002,,
2023-12-07 16:00:00,-1.741,0.0,0.0,0.0,0.002,,
2023-12-07 17:00:00,-1.739,0.0,0.0,0.0,0.002,,
2023-12-07 18:00:00,-1.737,0.0,0.0,0.0,0.002,,
2023-12-07 19:00:00,-1.733,0.0,0.0,0.0,0.004,,
2023-12-07 20:00:00,-1.732,0.0,0.0,0.0,0.0010000000000001,,
2023-12-07 21:00:00,-1.729,0.0,0.0,0.0,0.0029999999999998,,
2023-12-07 22:00:00,-1.726,0.0,0.0,0.0,0.0030000000000001,,
2023-12-07 23:00:00,-1.725,0.0,0.0,0.0,0.0009999999999998,,
2023-12-08 00:00:00,-1.724,0.005,0.0,0.005,0.0010000000000001,,
2023-12-08 01:00:00,-1.723,0.9,0.0,0.9,0.0009999999999998,,
2023-12-08 02:00:00,-1.72,0.5,0.0,0.5,0.0030000000000001,,
2023-12-08 03:00:00,-1.72,0.3,0.0,0.3,0.0,,
2023-12-08 04:00:00,-1.717,0.1,0.0,0.1,0.0029999999999998,,
2023-12-08 05:00:00,-1.716,0.005,0.0,0.005,0.0010000000000001,,
2023-12-08 06:00:00,-1.716,0.1,0.0,0.1,0.0,,
2023-12-08 07:00:00,-1.715,0.0,0.0,0.0,0.0009999999999998,,
2023-12-08 08:00:00,-1.715,0.0,0.03,-0.03,0.0,,
2023-12-08 09:00:00,-1.715,0.0,0.1,-0.1,0.0,,
2023-12-08 10:00:00,-1.715,0.0,0.2,-0.2,0.0,,
2023-12-08 11:00:00,-1.715,0.0,0.16,-0.16,0.0,,
2023-12-08 12:00:00,-1.716,0.0,0.17,-0.17,-0.0009999999999998,,
2023-12-08 13:00:00,-1.716,0.0,0.14,-0.14,0.0,,
2023-12-08 14:00:00,-1.716,0.0,0.06,-0.06,0.0,,
2023-12-08 15:00:00,-1.717,0.0,0.01,-0.01,-0.0010000000000001,,
2023-12-08 16:00:00,-1.719,0.0,0.0,0.0,-0.002,,
2023-12-08 17:00:00,-1.72,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-08 18:00:00,-1.72,0.0,0.0,0.0,0.0,,
2023-12-08 19:00:00,-1.721,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-08 20:00:00,-1.722,0.0,0.0,0.0,-0.0009999999999998,,
2023-12-08 21:00:00,-1.722,0.0,0.0,0.0,0.0,,
2023-12-08 22:00:00,-1.723,0.0,0.0,0.0,-0.0010000000000001,,
2023-12-08 23:00:00,-1.723,0.0,0.0,0.0,0.0,,
2023-12-09 00:00:00,-1.723,0.0,0.0,0.0,0.0,,
2023-12-09 01:00:00,-1.724,0.0,0.0,0.0,-0.0009999999999998,,
